,Start_Year,Semester,Major,Department,End_Year,1st_Year,TOTAL,SHS-ABM_lag_1,SHS-GenAcad_lag_1,SHS-HUMSS_lag_1,SHS-STEM_lag_1,SHS-TVL-HE_lag_1,SHS-TVL-ICT_lag_1,TOTAL_lag_1,1st_Year_lag_1,1st_Year_rolling_std_lag_1
252,2019,1,Accountancy,SBA,2020,677.0,1486,364.0,294.0,170.0,677.0,186.0,0.0,993.0,695.0,4.04145188432643
253,2019,1,Architecture,SEA,2020,243.0,764,364.0,294.0,170.0,677.0,186.0,0.0,745.0,236.0,383.9587651471618
254,2019,1,BA Comm,SAS,4040,122.0,241,364.0,294.0,170.0,677.0,186.0,0.0,205.0,114.0,335.8586011999693
255,2019,1,BEEd,SED,2020,17.0,34,364.0,294.0,170.0,677.0,186.0,0.0,61.0,14.0,291.8395677993876
256,2019,1,BForensicSci,CCJEF,2020,47.0,49,364.0,294.0,170.0,677.0,186.0,0.0,3.0,3.0,113.09435588628338
257,2019,1,BPEd,SED,2020,13.0,27,364.0,294.0,170.0,677.0,186.0,0.0,39.0,14.0,54.08326913195959
258,2019,1,BS Criminology,CCJEF,2020,83.0,175,364.0,294.0,170.0,677.0,186.0,0.0,181.0,77.0,18.58314648635418
259,2019,1,BS MedTech,SNAMS,2020,52.0,88,364.0,294.0,170.0,677.0,186.0,0.0,97.0,35.0,35.004761580866436
260,2019,1,BSAcctgInfoSys,SBA,4040,3.0,56,364.0,294.0,170.0,677.0,186.0,0.0,623.0,1.0,35.07610772781529
261,2019,1,BSAeronautical,SEA,2020,524.0,1118,364.0,294.0,170.0,677.0,186.0,0.0,755.0,411.0,40.33608806019703
262,2019,1,BSBA HRDM,SBA,2020,2.0,7,364.0,294.0,170.0,677.0,186.0,0.0,24.0,0.0,287.69949600233923
263,2019,1,BSBA-FinMgmt,SBA,2020,36.0,47,364.0,294.0,170.0,677.0,186.0,0.0,13.0,13.0,301.08858054289163
264,2019,1,BSBA-HRM,SBA,2020,0.0,1,364.0,294.0,170.0,677.0,186.0,0.0,2.0,0.0,292.05707204814155
265,2019,1,BSBA-HRMgmt,SBA,2020,19.0,36,364.0,294.0,170.0,677.0,186.0,0.0,20.0,20.0,20.23198787398986
266,2019,1,BSBA-MktgMgmt,SBA,2020,65.0,164,364.0,294.0,170.0,677.0,186.0,0.0,179.0,81.0,18.009256878985177
267,2019,1,BSBALegal,SBA,2020,0.0,3,364.0,294.0,170.0,677.0,186.0,0.0,17.0,0.0,33.42154993413599
268,2019,1,BSCompsci,SOC,2020,75.0,134,364.0,294.0,170.0,677.0,186.0,0.0,115.0,63.0,33.42154993413599
269,2019,1,BSCulinary,SHTM,2020,3.0,37,364.0,294.0,170.0,677.0,186.0,0.0,125.0,31.0,40.722639076234806
270,2019,1,BSED-RelValEd,SED,4040,10.0,23,364.0,294.0,170.0,677.0,186.0,0.0,30.0,17.0,42.46174749112364
271,2019,1,BSEMC-DA,SOC,4040,86.0,172,364.0,294.0,170.0,677.0,186.0,0.0,144.0,63.0,39.70306453327349
272,2019,1,BSHM-Accomm,SHTM,2020,38.0,71,364.0,294.0,170.0,677.0,186.0,0.0,2.0,2.0,46.03259714593504
273,2019,1,BSHM-Culinary,SHTM,2020,60.0,97,364.0,294.0,170.0,677.0,186.0,0.0,7.0,6.0,38.43609414773157
274,2019,1,BSHM-RestFood,SHTM,2020,44.0,65,364.0,294.0,170.0,677.0,186.0,0.0,1.0,1.0,24.027761721252602
275,2019,1,BSHRM,SHTM,2020,5.0,130,364.0,294.0,170.0,677.0,186.0,0.0,296.0,70.0,11.37248140615258
276,2019,1,BSITNetAdmin,SOC,2020,70.0,166,364.0,294.0,170.0,677.0,186.0,0.0,224.0,30.0,28.29016319029075
277,2019,1,BSITWebdev,SOC,2020,95.0,201,364.0,294.0,170.0,677.0,186.0,0.0,202.0,82.0,32.715949219505816
278,2019,1,BSNEd,SED,4040,9.0,23,364.0,294.0,170.0,677.0,186.0,0.0,35.0,12.0,46.45786621588738
279,2019,1,BSNursing,SNAMS,2020,93.0,132,364.0,294.0,170.0,677.0,186.0,0.0,81.0,47.0,44.237992721188846
280,2019,1,BSPsychology,SAS,2020,168.0,287,364.0,294.0,170.0,677.0,186.0,0.0,235.0,117.0,49.08496035786617
281,2019,1,BSRadTech,SNAMS,2020,30.0,45,364.0,294.0,170.0,677.0,186.0,0.0,39.0,14.0,79.54244150137691
282,2019,1,BSTM-DestMgmt,SHTM,2020,11.0,50,364.0,294.0,170.0,677.0,186.0,0.0,21.0,21.0,69.08690179766329
283,2019,1,BSTM-Events,SHTM,4040,8.0,20,364.0,294.0,170.0,677.0,186.0,0.0,18.0,10.0,85.68741642349416
284,2019,1,BSTM-Travel,SHTM,2020,185.0,258,364.0,294.0,170.0,677.0,186.0,0.0,4.0,4.0,11.930353445446547
285,2019,1,BSTourism,SHTM,2020,7.0,70,364.0,294.0,170.0,677.0,186.0,0.0,290.0,102.0,101.33607452432703
286,2019,1,Biological,SED,2020,0.0,1,364.0,294.0,170.0,677.0,186.0,0.0,29.0,0.0,102.48089252798931
287,2019,1,BusMgt,SBA,2020,188.0,415,364.0,294.0,170.0,677.0,186.0,0.0,508.0,180.0,104.84750831564841
288,2019,1,CE,SEA,2020,387.0,1093,364.0,294.0,170.0,677.0,186.0,0.0,978.0,379.0,106.57860948614389
289,2019,1,Comp. Eng'g.,SEA,2020,39.0,140,364.0,294.0,170.0,677.0,186.0,0.0,146.0,54.0,193.52605337094366
290,2019,1,EE,SEA,2020,79.0,236,364.0,294.0,170.0,677.0,186.0,0.0,196.0,52.0,174.59763266818177
291,2019,1,ELECENG,SEA,2020,60.0,220,364.0,294.0,170.0,677.0,186.0,0.0,233.0,53.0,190.42408811212232
292,2019,1,English-BSED,SED,2020,39.0,62,364.0,294.0,170.0,677.0,186.0,0.0,64.0,30.0,20.008331597943954
293,2019,1,Fil-BSED,SED,2020,9.0,23,364.0,294.0,170.0,677.0,186.0,0.0,31.0,13.0,20.008331597943954
294,2019,1,IE,SEA,2020,37.0,163,364.0,294.0,170.0,677.0,186.0,0.0,159.0,35.0,25.63201123595146
295,2019,1,ME,SEA,2020,118.0,455,364.0,294.0,170.0,677.0,186.0,0.0,481.0,116.0,16.77299416721036
296,2019,1,Math,SED,2020,3.0,16,364.0,294.0,170.0,677.0,186.0,0.0,30.0,13.0,56.60683115431636
297,2019,1,Science-BSED,SED,2020,11.0,21,364.0,294.0,170.0,677.0,186.0,0.0,8.0,8.0,59.07904309764403
298,2019,1,SocialStud-BSED,SED,2020,13.0,32,364.0,294.0,170.0,677.0,186.0,0.0,38.0,16.0,64.21059102671417
299,2019,2,Accountancy,SBA,2020,647.0,1445,366.0,291.0,168.0,676.0,183.0,0.0,1486.0,677.0,5.291502622122886
300,2019,2,Architecture,SEA,2020,226.0,748,366.0,291.0,168.0,676.0,183.0,0.0,764.0,243.0,366.61878475240917
301,2019,2,BA Comm,SAS,2020,104.0,220,366.0,291.0,168.0,676.0,183.0,0.0,241.0,122.0,322.63653440572
302,2019,2,BEEd,SED,2020,15.0,31,366.0,291.0,168.0,676.0,183.0,0.0,34.0,17.0,284.8900372658429
303,2019,2,BForensicSci,CCJEF,2020,41.0,48,366.0,291.0,168.0,676.0,183.0,0.0,49.0,47.0,105.92922165295083
304,2019,2,BPEd,SED,2020,13.0,27,366.0,291.0,168.0,676.0,183.0,0.0,27.0,13.0,45.76388678131813
305,2019,2,BS Criminology,CCJEF,2020,75.0,152,366.0,291.0,168.0,676.0,183.0,0.0,175.0,83.0,15.62049935181214
306,2019,2,BS MedTech,SNAMS,2020,44.0,80,366.0,291.0,168.0,676.0,183.0,0.0,88.0,52.0,31.048349392519537
307,2019,2,BSAcctgInfoSys,SBA,4040,2.0,14,366.0,291.0,168.0,676.0,183.0,0.0,56.0,3.0,30.999999999999496
308,2019,2,BSAeronautical,SEA,2020,492.0,1075,366.0,291.0,168.0,676.0,183.0,0.0,1118.0,524.0,36.63786747797012
309,2019,2,BSBA HRDM,SBA,2020,0.0,3,366.0,291.0,168.0,676.0,183.0,0.0,7.0,2.0,271.59037783642725
310,2019,2,BSBA-FinMgmt,SBA,2020,33.0,42,366.0,291.0,168.0,676.0,183.0,0.0,47.0,36.0,283.48074596581216
311,2019,2,BSBA-HRMgmt,SBA,2020,21.0,37,366.0,291.0,168.0,676.0,183.0,0.0,36.0,19.0,275.02545336750194
312,2019,2,BSBA-MktgMgmt,SBA,2020,66.0,144,366.0,291.0,168.0,676.0,183.0,0.0,164.0,65.0,16.703293088487467
313,2019,2,BSBALegal,SBA,2020,4.0,6,366.0,291.0,168.0,676.0,183.0,0.0,3.0,0.0,23.302360395460383
314,2019,2,BSCompsci,SOC,2020,75.0,132,366.0,291.0,168.0,676.0,183.0,0.0,134.0,75.0,32.03643758805356
315,2019,2,BSCulinary,SHTM,2020,3.0,21,366.0,291.0,168.0,676.0,183.0,0.0,37.0,3.0,38.65660788705156
316,2019,2,BSED-RelValEd,SED,2020,7.0,19,366.0,291.0,168.0,676.0,183.0,0.0,23.0,10.0,41.283572196858756
317,2019,2,BSEMC-DA,SOC,4040,76.0,146,366.0,291.0,168.0,676.0,183.0,0.0,172.0,86.0,40.463975747981685
318,2019,2,BSHM-Accomm,SHTM,2020,34.0,68,366.0,291.0,168.0,676.0,183.0,0.0,71.0,38.0,41.04063027456145
319,2019,2,BSHM-Culinary,SHTM,2020,51.0,88,366.0,291.0,168.0,676.0,183.0,0.0,97.0,60.0,34.77067730142627
320,2019,2,BSHM-RestFood,SHTM,2020,39.0,61,366.0,291.0,168.0,676.0,183.0,0.0,65.0,44.0,21.126602503319308
321,2019,2,BSHRM,SHTM,2020,1.0,95,366.0,291.0,168.0,676.0,183.0,0.0,130.0,5.0,8.736894948049555
322,2019,2,BSITNetAdmin,SOC,2020,66.0,129,366.0,291.0,168.0,676.0,183.0,0.0,166.0,70.0,26.102362600600934
323,2019,2,BSITWebdev,SOC,2020,81.0,163,366.0,291.0,168.0,676.0,183.0,0.0,201.0,95.0,32.654759734734725
324,2019,2,BSNEd,SED,4040,8.0,22,366.0,291.0,168.0,676.0,183.0,0.0,23.0,9.0,42.52450274057601
325,2019,2,BSNursing,SNAMS,2020,81.0,121,366.0,291.0,168.0,676.0,183.0,0.0,132.0,93.0,38.55299383100173
326,2019,2,BSPsychology,SAS,2020,157.0,283,366.0,291.0,168.0,676.0,183.0,0.0,287.0,168.0,42.1465696508418
327,2019,2,BSRadTech,SNAMS,2020,29.0,43,366.0,291.0,168.0,676.0,183.0,0.0,45.0,30.0,74.50503338701309
328,2019,2,BSTM-DestMgmt,SHTM,2020,12.0,35,366.0,291.0,168.0,676.0,183.0,0.0,50.0,11.0,64.37390775772384
329,2019,2,BSTM-Events,SHTM,4040,9.0,20,366.0,291.0,168.0,676.0,183.0,0.0,20.0,8.0,79.26537705707284
330,2019,2,BSTM-Travel,SHTM,2020,176.0,268,366.0,291.0,168.0,676.0,183.0,0.0,258.0,185.0,10.785793124904892
331,2019,2,BSTourism,SHTM,2020,7.0,44,366.0,291.0,168.0,676.0,183.0,0.0,70.0,7.0,95.56324258486242
332,2019,2,Biological,SED,2020,0.0,1,366.0,291.0,168.0,676.0,183.0,0.0,1.0,0.0,96.99999999999963
333,2019,2,BusMgt,SBA,2020,179.0,378,366.0,291.0,168.0,676.0,183.0,0.0,415.0,188.0,99.65440281292105
334,2019,2,CE,SEA,2020,369.0,1033,366.0,291.0,168.0,676.0,183.0,0.0,1093.0,387.0,101.38540328863878
335,2019,2,Comp. Eng'g.,SEA,2020,39.0,132,366.0,291.0,168.0,676.0,183.0,0.0,140.0,39.0,184.5273240832731
336,2019,2,EE,SEA,2020,71.0,219,366.0,291.0,168.0,676.0,183.0,0.0,236.0,79.0,165.6301099840645
337,2019,2,ELECENG,SEA,2020,56.0,216,366.0,291.0,168.0,676.0,183.0,0.0,220.0,60.0,181.99267384522184
338,2019,2,English-BSED,SED,2020,36.0,57,366.0,291.0,168.0,676.0,183.0,0.0,62.0,39.0,16.010413278028395
339,2019,2,Fil-BSED,SED,2020,7.0,20,366.0,291.0,168.0,676.0,183.0,0.0,23.0,9.0,17.559422921419362
340,2019,2,IE,SEA,2020,35.0,142,366.0,291.0,168.0,676.0,183.0,0.0,163.0,37.0,24.637369989508382
341,2019,2,ME,SEA,2020,115.0,435,366.0,291.0,168.0,676.0,183.0,0.0,455.0,118.0,16.462077633152088
342,2019,2,Math,SED,2020,1.0,14,366.0,291.0,168.0,676.0,183.0,0.0,16.0,3.0,56.04759881862262
343,2019,2,Science-BSED,SED,2020,9.0,20,366.0,291.0,168.0,676.0,183.0,0.0,21.0,11.0,58.526347343169014
344,2019,2,SocialStud-BSED,SED,2020,11.0,29,366.0,291.0,168.0,676.0,183.0,0.0,32.0,13.0,63.63437226321373
345,2020,1,Accountancy,SBA,2021,524.0,1754,279.0,127.0,139.0,678.0,184.0,0.0,1445.0,647.0,5.291502622121715
346,2020,1,Architecture,SEA,2021,155.0,612,279.0,127.0,139.0,678.0,184.0,0.0,748.0,226.0,296.759723233011
347,2020,1,BA Comm,SAS,2021,68.0,251,279.0,127.0,139.0,678.0,184.0,0.0,220.0,104.0,264.59591833586546
348,2020,1,BEEd,SED,2021,14.0,35,279.0,127.0,139.0,678.0,184.0,0.0,31.0,15.0,242.0970879626601
349,2020,1,BForensicSci,CCJEF,2021,34.0,79,279.0,127.0,139.0,678.0,184.0,0.0,48.0,41.0,71.14070564732921
350,2020,1,BPEd,SED,2021,6.0,30,279.0,127.0,139.0,678.0,184.0,0.0,27.0,13.0,27.300793639256312
351,2020,1,BS Criminology,CCJEF,4042,59.0,185,279.0,127.0,139.0,678.0,184.0,0.0,152.0,75.0,14.422205101853098
352,2020,1,BS MedTech,SNAMS,2021,45.0,101,279.0,127.0,139.0,678.0,184.0,0.0,80.0,44.0,26.51414716712425
353,2020,1,BSAcctgInfoSys,SBA,4042,2.0,7,279.0,127.0,139.0,678.0,184.0,0.0,14.0,2.0,27.465129406817976
354,2020,1,BSAeronautical,SEA,2021,391.0,1218,279.0,127.0,139.0,678.0,184.0,0.0,1075.0,492.0,29.70409623828433
355,2020,1,BSBA-FinMgmt,SBA,2021,22.0,63,279.0,127.0,139.0,678.0,184.0,0.0,42.0,33.0,213.2627487396708
356,2020,1,BSBA-HRMgmt,SBA,2021,9.0,43,279.0,127.0,139.0,678.0,184.0,0.0,37.0,21.0,219.04413558306757
357,2020,1,BSBA-MktgMgmt,SBA,2021,60.0,177,279.0,127.0,139.0,678.0,184.0,0.0,144.0,66.0,216.89244646444766
358,2020,1,BSBALegal,SBA,2021,14.0,19,279.0,127.0,139.0,678.0,184.0,0.0,6.0,4.0,26.501572280400122
359,2020,1,BSBAMgmtAcctg,SBA,2021,0.0,1,279.0,127.0,139.0,678.0,184.0,0.0,,,28.112867753633235
360,2020,1,BSCompsci,SOC,2021,51.0,165,279.0,127.0,139.0,678.0,184.0,0.0,132.0,75.0,31.390019645315142
361,2020,1,BSCulinary,SHTM,2021,1.0,10,279.0,127.0,139.0,678.0,184.0,0.0,21.0,3.0,26.350205565294356
362,2020,1,BSCybersecurity,SOC,2021,1.0,1,279.0,127.0,139.0,678.0,184.0,0.0,,,29.16047553338711
363,2020,1,BSED-RelValEd,SED,2021,3.0,15,279.0,127.0,139.0,678.0,184.0,0.0,19.0,7.0,28.867513459480165
364,2020,1,BSEMC-DA,SOC,4042,47.0,162,279.0,127.0,139.0,678.0,184.0,0.0,146.0,76.0,1.1547005383492062
365,2020,1,BSHM-Accomm,SHTM,2021,8.0,72,279.0,127.0,139.0,678.0,184.0,0.0,68.0,34.0,25.99999999999875
366,2020,1,BSHM-Culinary,SHTM,2021,48.0,122,279.0,127.0,139.0,678.0,184.0,0.0,88.0,51.0,24.09010862020487
367,2020,1,BSHM-RestFood,SHTM,2021,35.0,70,279.0,127.0,139.0,678.0,184.0,0.0,61.0,39.0,22.810816147899516
368,2020,1,BSHRM,SHTM,2021,1.0,55,279.0,127.0,139.0,678.0,184.0,0.0,95.0,1.0,20.404247923735685
369,2020,1,BSITNetAdmin,SOC,2021,38.0,113,279.0,127.0,139.0,678.0,184.0,0.0,129.0,66.0,24.26932219902192
370,2020,1,BSITWebdev,SOC,2021,78.0,209,279.0,127.0,139.0,678.0,184.0,0.0,163.0,81.0,20.550750189062942
371,2020,1,BSNEd,SED,2021,3.0,32,279.0,127.0,139.0,678.0,184.0,0.0,22.0,8.0,38.50973902793864
372,2020,1,BSNursing,SNAMS,2021,97.0,202,279.0,127.0,139.0,678.0,184.0,0.0,121.0,81.0,37.52776749732489
373,2020,1,BSPsychology,SAS,2021,135.0,376,279.0,127.0,139.0,678.0,184.0,0.0,283.0,157.0,49.702447961174705
374,2020,1,BSRadTech,SNAMS,2021,19.0,58,279.0,127.0,139.0,678.0,184.0,0.0,43.0,29.0,67.9509627108644
375,2020,1,BSTM-DestMgmt,SHTM,2021,7.0,51,279.0,127.0,139.0,678.0,184.0,0.0,35.0,12.0,59.13825608971984
376,2020,1,BSTM-Events,SHTM,4042,2.0,17,279.0,127.0,139.0,678.0,184.0,0.0,20.0,9.0,70.69181942299463
377,2020,1,BSTM-Travel,SHTM,2021,148.0,372,279.0,127.0,139.0,678.0,184.0,0.0,268.0,176.0,8.736894948050523
378,2020,1,BSTourism,SHTM,2021,1.0,19,279.0,127.0,139.0,678.0,184.0,0.0,44.0,7.0,82.88747392298356
379,2020,1,BusMgt,SBA,2021,159.0,495,279.0,127.0,139.0,678.0,184.0,0.0,378.0,179.0,84.58329228241993
380,2020,1,CE,SEA,2021,265.0,982,279.0,127.0,139.0,678.0,184.0,0.0,1033.0,369.0,88.21753416035436
381,2020,1,Comp. Eng'g.,SEA,2021,59.0,139,279.0,127.0,139.0,678.0,184.0,0.0,132.0,39.0,132.85079349907284
382,2020,1,EE,SEA,2021,42.0,181,279.0,127.0,139.0,678.0,184.0,0.0,219.0,71.0,103.01456207740712
383,2020,1,ELECENG,SEA,2021,54.0,179,279.0,127.0,139.0,678.0,184.0,0.0,216.0,56.0,124.13299319681273
384,2020,1,English-BSED,SED,2021,28.0,72,279.0,127.0,139.0,678.0,184.0,0.0,57.0,36.0,8.736894948050686
385,2020,1,Fil-BSED,SED,2021,12.0,24,279.0,127.0,139.0,678.0,184.0,0.0,20.0,7.0,13.012814197293027
386,2020,1,IE,SEA,2021,34.0,107,279.0,127.0,139.0,678.0,184.0,0.0,142.0,35.0,21.197484127444664
387,2020,1,ME,SEA,2021,88.0,330,279.0,127.0,139.0,678.0,184.0,0.0,435.0,115.0,11.372481406151726
388,2020,1,Math,SED,2021,5.0,16,279.0,127.0,139.0,678.0,184.0,0.0,14.0,1.0,39.106691669499114
389,2020,1,Science-BSED,SED,2021,7.0,33,279.0,127.0,139.0,678.0,184.0,0.0,20.0,9.0,42.1228362451209
390,2020,1,SocialStud-BSED,SED,2021,5.0,42,279.0,127.0,139.0,678.0,184.0,0.0,29.0,11.0,47.35328218120967
391,2020,2,Accountancy,SBA,2021,502.0,1638,277.0,126.0,140.0,673.0,184.0,0.0,1754.0,524.0,1.1547005383488942
392,2020,2,Architecture,SEA,2021,133.0,569,277.0,126.0,140.0,673.0,184.0,0.0,612.0,155.0,286.3674795316907
393,2020,2,BA Comm,SAS,2021,60.0,237,277.0,126.0,140.0,673.0,184.0,0.0,251.0,68.0,258.05490371882746
394,2020,2,BEEd,SED,2021,10.0,32,277.0,126.0,140.0,673.0,184.0,0.0,35.0,14.0,236.94373453065458
395,2020,2,BForensicSci,CCJEF,2021,28.0,73,277.0,126.0,140.0,673.0,184.0,0.0,79.0,34.0,61.857362806162975
396,2020,2,BPEd,SED,2021,6.0,30,277.0,126.0,140.0,673.0,184.0,0.0,30.0,6.0,25.32455988429541
397,2020,2,BS Criminology,CCJEF,4042,47.0,166,277.0,126.0,140.0,673.0,184.0,0.0,185.0,59.0,11.718930554161473
398,2020,2,BS MedTech,SNAMS,2021,34.0,88,277.0,126.0,140.0,673.0,184.0,0.0,101.0,45.0,20.518284528681473
399,2020,2,BSAcctgInfoSys,SBA,2021,0.0,1,277.0,126.0,140.0,673.0,184.0,0.0,7.0,2.0,20.952326839755294
400,2020,2,BSAeronautical,SEA,2021,366.0,1164,277.0,126.0,140.0,673.0,184.0,0.0,1218.0,391.0,24.26932219902174
401,2020,2,BSBA-FinMgmt,SBA,2021,22.0,66,277.0,126.0,140.0,673.0,184.0,0.0,63.0,22.0,202.21111080584393
402,2020,2,BSBA-HRMgmt,SBA,2021,10.0,43,277.0,126.0,140.0,673.0,184.0,0.0,43.0,9.0,205.2543137995723
403,2020,2,BSBA-MktgMgmt,SBA,2021,60.0,168,277.0,126.0,140.0,673.0,184.0,0.0,177.0,60.0,202.16165149041817
404,2020,2,BSBALegal,SBA,2021,15.0,17,277.0,126.0,140.0,673.0,184.0,0.0,19.0,14.0,26.102362600601094
405,2020,2,BSBAMgmtAcctg,SBA,2021,2.0,75,277.0,126.0,140.0,673.0,184.0,0.0,1.0,0.0,27.537852736429137
406,2020,2,BSCompsci,SOC,2021,50.0,161,277.0,126.0,140.0,673.0,184.0,0.0,165.0,51.0,30.435724623101333
407,2020,2,BSCulinary,SHTM,2021,1.0,8,277.0,126.0,140.0,673.0,184.0,0.0,10.0,1.0,24.82606157515234
408,2020,2,BSED-RelValEd,SED,2021,2.0,14,277.0,126.0,140.0,673.0,184.0,0.0,15.0,3.0,28.005951748391873
409,2020,2,BSEMC-DA,SOC,4042,41.0,143,277.0,126.0,140.0,673.0,184.0,0.0,162.0,47.0,28.005951748391873
410,2020,2,BSHM-Accomm,SHTM,2021,9.0,76,277.0,126.0,140.0,673.0,184.0,0.0,72.0,8.0,22.810816147899065
411,2020,2,BSHM-Culinary,SHTM,2021,49.0,119,277.0,126.0,140.0,673.0,184.0,0.0,122.0,48.0,20.79262689833234
412,2020,2,BSHM-RestFood,SHTM,2021,28.0,57,277.0,126.0,140.0,673.0,184.0,0.0,70.0,35.0,21.166010488514978
413,2020,2,BSHRM,SHTM,2021,1.0,25,277.0,126.0,140.0,673.0,184.0,0.0,55.0,1.0,20.00833159794334
414,2020,2,BSITNetAdmin,SOC,2021,24.0,90,277.0,126.0,140.0,673.0,184.0,0.0,113.0,38.0,24.06241883103034
415,2020,2,BSITWebdev,SOC,2021,81.0,203,277.0,126.0,140.0,673.0,184.0,0.0,209.0,78.0,14.571661996260199
416,2020,2,BSIntAuditing,SBA,2021,0.0,2,277.0,126.0,140.0,673.0,184.0,0.0,,,41.18656738954171
417,2020,2,BSNEd,SED,2021,4.0,30,277.0,126.0,140.0,673.0,184.0,0.0,32.0,3.0,41.60528812542856
418,2020,2,BSNursing,SNAMS,2021,82.0,184,277.0,126.0,140.0,673.0,184.0,0.0,202.0,97.0,45.654499595694375
419,2020,2,BSPsychology,SAS,2021,120.0,366,277.0,126.0,140.0,673.0,184.0,0.0,376.0,135.0,46.23130252689467
420,2020,2,BSRadTech,SNAMS,2021,20.0,57,277.0,126.0,140.0,673.0,184.0,0.0,58.0,19.0,59.13825608971972
421,2020,2,BSTM-DestMgmt,SHTM,2021,3.0,46,277.0,126.0,140.0,673.0,184.0,0.0,51.0,7.0,50.477717856495254
422,2020,2,BSTM-Events,SHTM,4042,2.0,18,277.0,126.0,140.0,673.0,184.0,0.0,17.0,2.0,63.21655901212327
423,2020,2,BSTM-Travel,SHTM,2021,131.0,353,277.0,126.0,140.0,673.0,184.0,0.0,372.0,148.0,10.115993936991604
424,2020,2,BSTourism,SHTM,2021,1.0,10,277.0,126.0,140.0,673.0,184.0,0.0,19.0,1.0,74.1911944460612
425,2020,2,BusMgt,SBA,2021,150.0,470,277.0,126.0,140.0,673.0,184.0,0.0,495.0,159.0,74.76853170507806
426,2020,2,CE,SEA,2021,240.0,884,277.0,126.0,140.0,673.0,184.0,0.0,982.0,265.0,81.09870529176126
427,2020,2,Comp. Eng'g.,SEA,2021,51.0,122,277.0,126.0,140.0,673.0,184.0,0.0,139.0,59.0,120.70763577062262
428,2020,2,EE,SEA,2021,35.0,152,277.0,126.0,140.0,673.0,184.0,0.0,181.0,42.0,94.5357075395322
