,Start_Year,Semester,Major,Department,End_Year,1st_Year,TOTAL,SHS-ABM_lag_1,SHS-GenAcad_lag_1,SHS-HUMSS_lag_1,SHS-STEM_lag_1,SHS-TVL-HE_lag_1,SHS-TVL-ICT_lag_1,TOTAL_lag_1,1st_Year_lag_1,1st_Year_rolling_std_lag_1
610,2022,2,BSED-RelValEd,SED,2023,3.0,13,255.0,98.0,169.0,727.0,93.0,80.0,15.0,3.0,52.144031297934035
611,2022,2,BSEMC-DA,SOC,2023,64.0,235,255.0,98.0,169.0,727.0,93.0,80.0,252.0,73.0,15.373136743464038
612,2022,2,BSHM-Accomm,SHTM,2023,9.0,72,255.0,98.0,169.0,727.0,93.0,80.0,75.0,10.0,30.664855018950483
613,2022,2,BSHM-Culinary,SHTM,2023,94.0,233,255.0,98.0,169.0,727.0,93.0,80.0,234.0,93.0,33.62043029667006
614,2022,2,BSHM-RestFood,SHTM,2023,32.0,92,255.0,98.0,169.0,727.0,93.0,80.0,98.0,36.0,43.108390521257725
615,2022,2,BSHRM,SHTM,2023,1.0,7,255.0,98.0,169.0,727.0,93.0,80.0,8.0,0.0,43.96589587396036
616,2022,2,BSITNetAdmin,SOC,2023,41.0,129,255.0,98.0,169.0,727.0,93.0,80.0,140.0,46.0,47.35328218120954
617,2022,2,BSITWebdev,SOC,2023,90.0,314,255.0,98.0,169.0,727.0,93.0,80.0,332.0,102.0,20.984120980714213
618,2022,2,BSIntAuditing,SBA,2023,1.0,22,255.0,98.0,169.0,727.0,93.0,80.0,22.0,1.0,44.575778176044494
619,2022,2,BSInterGastro,SHTM,2023,2.0,2,255.0,98.0,169.0,727.0,93.0,80.0,3.0,3.0,44.575778176044494
620,2022,2,BSNEd,SED,2023,5.0,18,255.0,98.0,169.0,727.0,93.0,80.0,20.0,6.0,51.09794516416409
621,2022,2,BSNursing,SNAMS,2023,185.0,457,255.0,98.0,169.0,727.0,93.0,80.0,477.0,198.0,2.0816659994442857
622,2022,2,BSPsychology,SAS,2023,80.0,441,255.0,98.0,169.0,727.0,93.0,80.0,465.0,98.0,104.79980916013126
623,2022,2,BSRadTech,SNAMS,2023,27.0,89,255.0,98.0,169.0,727.0,93.0,80.0,93.0,28.0,90.4157066001253
624,2022,2,BSTM-DestMgmt,SHTM,2023,6.0,12,255.0,98.0,169.0,727.0,93.0,80.0,20.0,11.0,80.4135146187087
625,2022,2,BSTM-Events,SHTM,2023,5.0,13,255.0,98.0,169.0,727.0,93.0,80.0,14.0,5.0,38.135722535875146
626,2022,2,BSTM-Travel,SHTM,2023,118.0,499,255.0,98.0,169.0,727.0,93.0,80.0,505.0,121.0,12.423096769052611
627,2022,2,BSTourism,SHTM,2023,0.0,2,255.0,98.0,169.0,727.0,93.0,80.0,3.0,0.0,64.95382975621933
628,2022,2,BusMgt,SBA,2023,152.0,479,255.0,98.0,169.0,727.0,93.0,80.0,614.0,163.0,66.73080248281092
629,2022,2,CE,SEA,2023,262.0,787,255.0,98.0,169.0,727.0,93.0,80.0,822.0,285.0,79.77468270071616
630,2022,2,Comp. Eng'g.,SEA,2023,85.0,232,255.0,98.0,169.0,727.0,93.0,80.0,243.0,94.0,131.55987230154932
631,2022,2,EE,SEA,2023,39.0,158,255.0,98.0,169.0,727.0,93.0,80.0,171.0,42.0,89.36628745412506
632,2022,2,ELECENG,SEA,4046,38.0,176,255.0,98.0,169.0,727.0,93.0,80.0,182.0,40.0,117.73841061154721
633,2022,2,English-BSED,SED,2023,21.0,88,255.0,98.0,169.0,727.0,93.0,80.0,92.0,25.0,26.851443164193714
634,2022,2,Fil-BSED,SED,2023,7.0,21,255.0,98.0,169.0,727.0,93.0,80.0,20.0,7.0,10.115993936991513
635,2022,2,IE,SEA,2023,33.0,106,255.0,98.0,169.0,727.0,93.0,80.0,109.0,35.0,15.524174696257154
636,2022,2,ME,SEA,2023,84.0,347,255.0,98.0,169.0,727.0,93.0,80.0,361.0,91.0,13.01281419729197
637,2022,2,Math,SED,2023,4.0,12,255.0,98.0,169.0,727.0,93.0,80.0,12.0,3.0,39.170567181664005
638,2022,2,Science-BSED,SED,2023,5.0,27,255.0,98.0,169.0,727.0,93.0,80.0,29.0,6.0,40.501028793516504
639,2022,2,SocialStud-BSED,SED,2023,4.0,22,255.0,98.0,169.0,727.0,93.0,80.0,23.0,5.0,45.902069670113086
640,2023,1,ABPsychology,SAS,2024,39.0,90,286.0,56.0,147.0,710.0,75.0,72.0,53.0,33.0,0.5773502691060707
641,2023,1,Accountancy,SBA,2024,343.0,1079,286.0,56.0,147.0,710.0,75.0,72.0,1372.0,392.0,19.924858845168984
642,2023,1,Architecture,SEA,2024,163.0,818,286.0,56.0,147.0,710.0,75.0,72.0,835.0,183.0,186.44123292161873
643,2023,1,BA Comm,SAS,2024,74.0,242,286.0,56.0,147.0,710.0,75.0,72.0,259.0,49.0,152.85723186468252
644,2023,1,BEEd,SED,2024,11.0,74,286.0,56.0,147.0,710.0,75.0,72.0,64.0,15.0,137.04135628828735
645,2023,1,BForensicSci,CCJEF,2024,58.0,139,286.0,56.0,147.0,710.0,75.0,72.0,125.0,36.0,76.3697147652999
646,2023,1,BPEd,SED,2024,2.0,3,286.0,56.0,147.0,710.0,75.0,72.0,10.0,3.0,32.746501085356435
647,2023,1,BS Criminology,CCJEF,2024,49.0,221,286.0,56.0,147.0,710.0,75.0,72.0,238.0,73.0,30.07213549672253
648,2023,1,BS MedTech,SNAMS,2024,87.0,191,286.0,56.0,147.0,710.0,75.0,72.0,150.0,85.0,30.07213549672263
649,2023,1,BSAeronautical,SEA,2024,266.0,1231,286.0,56.0,147.0,710.0,75.0,72.0,1356.0,302.0,42.579337712086556
650,2023,1,BSBA-FinMgmt,SBA,2024,23.0,107,286.0,56.0,147.0,710.0,75.0,72.0,89.0,33.0,115.88356225108011
651,2023,1,BSBA-HRMgmt,SBA,2024,12.0,41,286.0,56.0,147.0,710.0,75.0,72.0,29.0,9.0,125.95369519523152
652,2023,1,BSBA-MktgMgmt,SBA,2024,82.0,244,286.0,56.0,147.0,710.0,75.0,72.0,167.0,59.0,143.57692479410915
653,2023,1,BSBALegal,SBA,2024,32.0,109,286.0,56.0,147.0,710.0,75.0,72.0,80.0,31.0,37.643060449436305
654,2023,1,BSBAMgmtAcctg,SBA,2024,58.0,496,286.0,56.0,147.0,710.0,75.0,72.0,373.0,16.0,36.05551275463875
655,2023,1,BSCE-CEM,SEA,2024,0.0,119,286.0,56.0,147.0,710.0,75.0,72.0,171.0,0.0,25.006665778013225
656,2023,1,BSCE-SE,SEA,2024,0.0,70,286.0,56.0,147.0,710.0,75.0,72.0,119.0,0.0,29.051678092666386
657,2023,1,BSCE-TE,SEA,2024,1.0,50,286.0,56.0,147.0,710.0,75.0,72.0,50.0,0.0,33.48631561299691
658,2023,1,BSCompsci,SOC,2024,166.0,382,286.0,56.0,147.0,710.0,75.0,72.0,270.0,101.0,0.5773502691021274
659,2023,1,BSCulinary,SHTM,2024,1.0,2,286.0,56.0,147.0,710.0,75.0,72.0,1.0,0.0,95.55277773740153
660,2023,1,BSCybersecurity,SOC,4048,25.0,73,286.0,56.0,147.0,710.0,75.0,72.0,50.0,28.0,95.26279441628785
661,2023,1,BSED-RelValEd,SED,2024,0.0,9,286.0,56.0,147.0,710.0,75.0,72.0,13.0,3.0,89.14594774862135
662,2023,1,BSEMC-DA,SOC,2024,91.0,276,286.0,56.0,147.0,710.0,75.0,72.0,235.0,64.0,14.153915830371325
663,2023,1,BSHM-Accomm,SHTM,2024,12.0,59,286.0,56.0,147.0,710.0,75.0,72.0,72.0,9.0,47.01418225741301
664,2023,1,BSHM-Culinary,SHTM,2024,62.0,234,286.0,56.0,147.0,710.0,75.0,72.0,233.0,94.0,49.44019956809688
665,2023,1,BSHM-RestFood,SHTM,2024,33.0,104,286.0,56.0,147.0,710.0,75.0,72.0,92.0,32.0,39.9624824053752
666,2023,1,BSHRM,SHTM,2024,1.0,2,286.0,56.0,147.0,710.0,75.0,72.0,7.0,1.0,25.106440076865677
667,2023,1,BSITNetAdmin,SOC,2024,45.0,133,286.0,56.0,147.0,710.0,75.0,72.0,129.0,41.0,30.512292604783276
668,2023,1,BSITWebdev,SOC,2024,145.0,399,286.0,56.0,147.0,710.0,75.0,72.0,314.0,90.0,22.744962812307328
669,2023,1,BSIntAuditing,SBA,2024,2.0,5,286.0,56.0,147.0,710.0,75.0,72.0,22.0,1.0,73.79250187744863
670,2023,1,BSInterGastro,SHTM,2024,24.0,27,286.0,56.0,147.0,710.0,75.0,72.0,2.0,2.0,73.36893075410003
671,2023,1,BSNEd,SED,2024,2.0,22,286.0,56.0,147.0,710.0,75.0,72.0,18.0,5.0,76.9999999999995
672,2023,1,BSNursing,SNAMS,2024,83.0,465,286.0,56.0,147.0,710.0,75.0,72.0,457.0,185.0,12.701705922167989
673,2023,1,BSPsychology,SAS,2024,87.0,400,286.0,56.0,147.0,710.0,75.0,72.0,441.0,80.0,41.884762543593915
674,2023,1,BSRadTech,SNAMS,2024,27.0,88,286.0,56.0,147.0,710.0,75.0,72.0,89.0,27.0,47.96179034745529
675,2023,1,BSTM-DestMgmt,SHTM,2024,4.0,14,286.0,56.0,147.0,710.0,75.0,72.0,12.0,6.0,33.54598833442322
676,2023,1,BSTM-Events,SHTM,2024,1.0,7,286.0,56.0,147.0,710.0,75.0,72.0,13.0,5.0,42.852460061625976
677,2023,1,BSTM-Travel,SHTM,2024,150.0,505,286.0,56.0,147.0,710.0,75.0,72.0,499.0,118.0,14.224392195564606
678,2023,1,BSTourism,SHTM,2024,0.0,1,286.0,56.0,147.0,710.0,75.0,72.0,2.0,0.0,85.17237423797258
679,2023,1,BusMgt,SBA,2024,122.0,557,286.0,56.0,147.0,710.0,75.0,72.0,479.0,152.0,86.31531343471593
680,2023,1,CE,SEA,2024,179.0,738,286.0,56.0,147.0,710.0,75.0,72.0,787.0,262.0,79.75796720913382
681,2023,1,Comp. Eng'g.,SEA,2024,103.0,290,286.0,56.0,147.0,710.0,75.0,72.0,232.0,85.0,91.44579450873216
682,2023,1,EE,SEA,2024,22.0,123,286.0,56.0,147.0,710.0,75.0,72.0,158.0,39.0,39.551653989855865
683,2023,1,ELECENG,SEA,2024,22.0,143,286.0,56.0,147.0,710.0,75.0,72.0,176.0,38.0,78.51326851770514
684,2023,1,English-BSED,SED,2024,20.0,82,286.0,56.0,147.0,710.0,75.0,72.0,88.0,21.0,46.76537180435883
685,2023,1,Fil-BSED,SED,2024,0.0,11,286.0,56.0,147.0,710.0,75.0,72.0,21.0,7.0,1.154700538340761
686,2023,1,IE,SEA,2024,80.0,154,286.0,56.0,147.0,710.0,75.0,72.0,106.0,33.0,12.165525060592687
687,2023,1,ME,SEA,2024,81.0,318,286.0,56.0,147.0,710.0,75.0,72.0,347.0,84.0,41.633319989321635
688,2023,1,Math,SED,2024,1.0,8,286.0,56.0,147.0,710.0,75.0,72.0,12.0,4.0,46.479386111837314
689,2023,1,Science-BSED,SED,2024,3.0,12,286.0,56.0,147.0,710.0,75.0,72.0,27.0,5.0,45.902069670113164
690,2023,1,SocialStud-BSED,SED,2024,5.0,8,286.0,56.0,147.0,710.0,75.0,72.0,22.0,4.0,45.621632295800715
691,2023,2,ABPsychology,SAS,2024,25.0,78,283.0,53.0,141.0,711.0,72.0,70.0,90.0,39.0,1.9999999999763227
692,2023,2,Accountancy,SBA,2024,326.0,1137,283.0,53.0,141.0,711.0,72.0,70.0,1079.0,343.0,12.165525060592655
693,2023,2,Architecture,SEA,2024,126.0,782,283.0,53.0,141.0,711.0,72.0,70.0,818.0,163.0,179.83418288338086
694,2023,2,BA Comm,SAS,2024,70.0,237,283.0,53.0,141.0,711.0,72.0,70.0,242.0,74.0,153.18942522250012
695,2023,2,BEEd,SED,2024,10.0,74,283.0,53.0,141.0,711.0,72.0,70.0,74.0,11.0,134.58083073008564
696,2023,2,BForensicSci,CCJEF,2024,58.0,134,283.0,53.0,141.0,711.0,72.0,70.0,139.0,58.0,58.0114931141516
697,2023,2,BPEd,SED,2024,2.0,3,283.0,53.0,141.0,711.0,72.0,70.0,3.0,2.0,31.749015732773778
698,2023,2,BS Criminology,CCJEF,2024,39.0,212,283.0,53.0,141.0,711.0,72.0,70.0,221.0,49.0,30.28751117759997
699,2023,2,BS MedTech,SNAMS,2024,74.0,156,283.0,53.0,141.0,711.0,72.0,70.0,191.0,87.0,28.478061731794757
700,2023,2,BSAeronautical,SEA,2024,244.0,1162,283.0,53.0,141.0,711.0,72.0,70.0,1231.0,266.0,36.00462933197963
701,2023,2,BSBA-FinMgmt,SBA,2024,21.0,77,283.0,53.0,141.0,711.0,72.0,70.0,107.0,23.0,109.65856099730627
702,2023,2,BSBA-HRMgmt,SBA,2024,11.0,31,283.0,53.0,141.0,711.0,72.0,70.0,41.0,12.0,116.5032188396524
703,2023,2,BSBA-MktgMgmt,SBA,2024,77.0,200,283.0,53.0,141.0,711.0,72.0,70.0,244.0,82.0,131.7307860752373
704,2023,2,BSBALegal,SBA,2024,30.0,91,283.0,53.0,141.0,711.0,72.0,70.0,109.0,32.0,35.5715241918765
705,2023,2,BSBAMgmtAcctg,SBA,2024,56.0,119,283.0,53.0,141.0,711.0,72.0,70.0,496.0,58.0,33.97548135543124
706,2023,2,BSCE-CEM,SEA,2024,0.0,116,283.0,53.0,141.0,711.0,72.0,70.0,119.0,0.0,23.54428451521218
707,2023,2,BSCE-SE,SEA,2024,0.0,67,283.0,53.0,141.0,711.0,72.0,70.0,70.0,0.0,28.023799409310172
708,2023,2,BSCE-TE,SEA,2024,0.0,52,283.0,53.0,141.0,711.0,72.0,70.0,50.0,1.0,32.331615074617766
709,2023,2,BSCompsci,SOC,2024,158.0,361,283.0,53.0,141.0,711.0,72.0,70.0,382.0,166.0,0.0
710,2023,2,BSCulinary,SHTM,2024,1.0,2,283.0,53.0,141.0,711.0,72.0,70.0,2.0,1.0,91.22134253196046
711,2023,2,BSCybersecurity,SOC,4048,29.0,75,283.0,53.0,141.0,711.0,72.0,70.0,73.0,25.0,90.93404203047353
712,2023,2,BSED-RelValEd,SED,2024,0.0,9,283.0,53.0,141.0,711.0,72.0,70.0,9.0,0.0,83.7396759805844
713,2023,2,BSEMC-DA,SOC,2024,93.0,273,283.0,53.0,141.0,711.0,72.0,70.0,276.0,91.0,16.462077633151775
714,2023,2,BSHM-Accomm,SHTM,2024,10.0,52,283.0,53.0,141.0,711.0,72.0,70.0,59.0,12.0,47.58501164582454
715,2023,2,BSHM-Culinary,SHTM,2024,58.0,234,283.0,53.0,141.0,711.0,72.0,70.0,234.0,62.0,51.05226080530866
716,2023,2,BSHM-RestFood,SHTM,2024,28.0,97,283.0,53.0,141.0,711.0,72.0,70.0,104.0,33.0,41.669333248004584
717,2023,2,BSHRM,SHTM,2024,0.0,2,283.0,53.0,141.0,711.0,72.0,70.0,2.0,1.0,24.24871130596266
718,2023,2,BSITNetAdmin,SOC,2024,26.0,109,283.0,53.0,141.0,711.0,72.0,70.0,133.0,45.0,29.00574655707475
719,2023,2,BSITWebdev,SOC,2024,152.0,407,283.0,53.0,141.0,711.0,72.0,70.0,399.0,145.0,15.620499351810672
720,2023,2,BSIntAuditing,SBA,2024,2.0,4,283.0,53.0,141.0,711.0,72.0,70.0,5.0,2.0,81.29780644847229
721,2023,2,BSInterGastro,SHTM,2024,22.0,22,283.0,53.0,141.0,711.0,72.0,70.0,27.0,24.0,80.5729483139343
722,2023,2,BSNEd,SED,2024,1.0,21,283.0,53.0,141.0,711.0,72.0,70.0,22.0,2.0,81.44527815247034
723,2023,2,BSNursing,SNAMS,2024,75.0,443,283.0,53.0,141.0,711.0,72.0,70.0,465.0,83.0,11.846237095940921
724,2023,2,BSPsychology,SAS,2024,92.0,411,283.0,53.0,141.0,711.0,72.0,70.0,400.0,87.0,38.135722535875125
725,2023,2,BSRadTech,SNAMS,2024,25.0,84,283.0,53.0,141.0,711.0,72.0,70.0,88.0,27.0,48.383881613611024
726,2023,2,BSTM-DestMgmt,SHTM,2024,4.0,10,283.0,53.0,141.0,711.0,72.0,70.0,14.0,4.0,34.82814953453499
727,2023,2,BSTM-Events,SHTM,2024,0.0,3,283.0,53.0,141.0,711.0,72.0,70.0,7.0,1.0,45.96012764705137
728,2023,2,BSTM-Travel,SHTM,2024,143.0,488,283.0,53.0,141.0,711.0,72.0,70.0,505.0,150.0,13.428824718985876
729,2023,2,BSTourism,SHTM,2024,0.0,1,283.0,53.0,141.0,711.0,72.0,70.0,1.0,0.0,81.4309523461437
730,2023,2,BusMgt,SBA,4048,116.0,426,283.0,53.0,141.0,711.0,72.0,70.0,557.0,122.0,82.56108849411604
731,2023,2,CE,SEA,2024,166.0,705,283.0,53.0,141.0,711.0,72.0,70.0,738.0,179.0,75.97587336341235
732,2023,2,Comp. Eng'g.,SEA,2024,92.0,266,283.0,53.0,141.0,711.0,72.0,70.0,290.0,103.0,85.15867542417472
733,2023,2,EE,SEA,2024,21.0,118,283.0,53.0,141.0,711.0,72.0,70.0,123.0,22.0,37.75358702604666
734,2023,2,ELECENG,SEA,2024,19.0,137,283.0,53.0,141.0,711.0,72.0,70.0,143.0,22.0,72.50517222929642
735,2023,2,English-BSED,SED,2024,15.0,77,283.0,53.0,141.0,711.0,72.0,70.0,82.0,20.0,41.581245772582676
736,2023,2,Fil-BSED,SED,2024,0.0,11,283.0,53.0,141.0,711.0,72.0,70.0,11.0,0.0,3.055050463290464
737,2023,2,IE,SEA,2024,64.0,146,283.0,53.0,141.0,711.0,72.0,70.0,154.0,80.0,10.016652800873628
738,2023,2,ME,SEA,2024,72.0,309,283.0,53.0,141.0,711.0,72.0,70.0,318.0,81.0,33.47138081007793
739,2023,2,Math,SED,2024,1.0,8,283.0,53.0,141.0,711.0,72.0,70.0,8.0,1.0,39.46306289852903
740,2023,2,Science-BSED,SED,2024,2.0,11,283.0,53.0,141.0,711.0,72.0,70.0,12.0,3.0,38.88873015840525
741,2023,2,SocialStud-BSED,SED,2024,5.0,6,283.0,53.0,141.0,711.0,72.0,70.0,8.0,5.0,40.706264874094245
742,2024,1,ABPsychology,SAS,2025,42.0,101,263.0,32.0,176.0,779.0,64.0,102.0,78.0,25.0,2.081665999445184
743,2024,1,Accountancy,SBA,2025,353.0,1458,263.0,32.0,176.0,779.0,64.0,102.0,1137.0,326.0,22.278539748674056
744,2024,1,Architecture,SEA,2025,153.0,755,263.0,32.0,176.0,779.0,64.0,102.0,782.0,126.0,191.1343332144523
745,2024,1,BA Comm,SAS,2025,53.0,221,263.0,32.0,176.0,779.0,64.0,102.0,237.0,70.0,157.60816391714388
746,2024,1,BEEd,SED,2025,9.0,71,263.0,32.0,176.0,779.0,64.0,102.0,74.0,10.0,152.75252316519456
747,2024,1,BForensicSci,CCJEF,2025,41.0,146,263.0,32.0,176.0,779.0,64.0,102.0,134.0,58.0,73.7925018774486
748,2024,1,BPEd,SED,2025,8.0,8,263.0,32.0,176.0,779.0,64.0,102.0,3.0,2.0,22.74496281230728
749,2024,1,BS Criminology,CCJEF,4050,46.0,199,263.0,32.0,176.0,779.0,64.0,102.0,212.0,39.0,18.770544300398825
750,2024,1,BS MedTech,SNAMS,2025,102.0,224,263.0,32.0,176.0,779.0,64.0,102.0,156.0,74.0,20.647840887929178
751,2024,1,BSAeronautical,SEA,2025,306.0,1138,263.0,32.0,176.0,779.0,64.0,102.0,1162.0,244.0,47.28636167014666
752,2024,1,BSAviationMgmt,SBA,2025,27.0,28,263.0,32.0,176.0,779.0,64.0,102.0,,,136.8405398021116
753,2024,1,BSBA-FinMgmt,SBA,2025,20.0,99,263.0,32.0,176.0,779.0,64.0,102.0,77.0,21.0,144.38490225781902
754,2024,1,BSBA-HRMgmt,SBA,2025,4.0,33,263.0,32.0,176.0,779.0,64.0,102.0,31.0,11.0,163.1390000377999
755,2024,1,BSBA-MktgMgmt,SBA,2025,41.0,232,263.0,32.0,176.0,779.0,64.0,102.0,200.0,77.0,11.78982612254715
756,2024,1,BSBALegal,SBA,2025,19.0,101,263.0,32.0,176.0,779.0,64.0,102.0,91.0,30.0,18.556220879619605
757,2024,1,BSBAMgmtAcctg,SBA,2025,5.0,101,263.0,32.0,176.0,779.0,64.0,102.0,119.0,56.0,18.61003313627438
758,2024,1,BSCE-CEM,SEA,2025,0.0,150,263.0,32.0,176.0,779.0,64.0,102.0,116.0,0.0,18.147543451752103
759,2024,1,BSCE-SE,SEA,2025,0.0,83,263.0,32.0,176.0,779.0,64.0,102.0,67.0,0.0,9.848857801790572
760,2024,1,BSCE-TE,SEA,2025,0.0,55,263.0,32.0,176.0,779.0,64.0,102.0,52.0,0.0,2.886751345928756
761,2024,1,BSCompsci,SOC,2025,101.0,394,263.0,32.0,176.0,779.0,64.0,102.0,361.0,158.0,0.0
762,2024,1,BSCulinary,SHTM,2025,0.0,1,263.0,32.0,176.0,779.0,64.0,102.0,2.0,1.0,58.312377188151366
763,2024,1,BSCybersecurity,SOC,4050,62.0,143,263.0,32.0,176.0,779.0,64.0,102.0,75.0,29.0,58.312377188151366
764,2024,1,BSED-RelValEd,SED,2025,1.0,10,263.0,32.0,176.0,779.0,64.0,102.0,9.0,0.0,50.93459858812324
765,2024,1,BSEMC-DA,SOC,2025,104.0,331,263.0,32.0,176.0,779.0,64.0,102.0,273.0,93.0,35.51056180912796
766,2024,1,BSHM-Accomm,SHTM,2025,16.0,52,263.0,32.0,176.0,779.0,64.0,102.0,52.0,10.0,51.79124765183058
767,2024,1,BSHM-Culinary,SHTM,2025,61.0,244,263.0,32.0,176.0,779.0,64.0,102.0,234.0,58.0,55.6447062471646
768,2024,1,BSHM-RestFood,SHTM,2025,24.0,94,263.0,32.0,176.0,779.0,64.0,102.0,97.0,28.0,44.00378771575521
769,2024,1,BSITNetAdmin,SOC,2025,35.0,106,263.0,32.0,176.0,779.0,64.0,102.0,109.0,26.0,24.00694344003909
770,2024,1,BSITWebdev,SOC,2025,160.0,487,263.0,32.0,176.0,779.0,64.0,102.0,407.0,152.0,18.999999999997517
771,2024,1,BSIntAuditing,SBA,2025,0.0,3,263.0,32.0,176.0,779.0,64.0,102.0,4.0,2.0,75.54468876102358
772,2024,1,BSInterGastro,SHTM,2025,19.0,39,263.0,32.0,176.0,779.0,64.0,102.0,22.0,22.0,84.11301920630314
773,2024,1,BSNEd,SED,2025,8.0,27,263.0,32.0,176.0,779.0,64.0,102.0,21.0,1.0,87.40900029935848
774,2024,1,BSNursing,SNAMS,2025,100.0,439,263.0,32.0,176.0,779.0,64.0,102.0,443.0,75.0,9.539392014164012
775,2024,1,BSPsychology,SAS,2025,112.0,279,263.0,32.0,176.0,779.0,64.0,102.0,411.0,92.0,50.24274408641753
776,2024,1,BSRadTech,SNAMS,2025,100.0,172,263.0,32.0,176.0,779.0,64.0,102.0,84.0,25.0,56.89756878227097
777,2024,1,BSTM-DestMgmt,SHTM,2025,0.0,5,263.0,32.0,176.0,779.0,64.0,102.0,10.0,4.0,6.928203230270946
778,2024,1,BSTM-Events,SHTM,2025,1.0,1,263.0,32.0,176.0,779.0,64.0,102.0,3.0,0.0,61.49254697386712
779,2024,1,BSTM-Travel,SHTM,2025,140.0,508,263.0,32.0,176.0,779.0,64.0,102.0,488.0,143.0,57.448527686384075
780,2024,1,BSTourism,SHTM,2025,0.0,1,263.0,32.0,176.0,779.0,64.0,102.0,1.0,0.0,80.54191455385146
781,2024,1,BusMgt,SBA,4050,100.0,485,263.0,32.0,176.0,779.0,64.0,102.0,426.0,116.0,80.54191455385146
782,2024,1,CE,SEA,2025,222.0,642,263.0,32.0,176.0,779.0,64.0,102.0,705.0,166.0,72.11102550927927
783,2024,1,Comp. Eng'g.,SEA,2025,65.0,285,263.0,32.0,176.0,779.0,64.0,102.0,266.0,92.0,111.18153323881296
784,2024,1,EE,SEA,2025,28.0,104,263.0,32.0,176.0,779.0,64.0,102.0,118.0,21.0,82.41965784932589
785,2024,1,ELECENG,SEA,2025,30.0,114,263.0,32.0,176.0,779.0,64.0,102.0,137.0,19.0,102.99999999999969
786,2024,1,English-BSED,SED,2025,17.0,61,263.0,32.0,176.0,779.0,64.0,102.0,77.0,15.0,20.808652046682614
787,2024,1,IE,SEA,2025,28.0,147,263.0,32.0,176.0,779.0,64.0,102.0,146.0,64.0,6.99999999999298
788,2024,1,ME,SEA,2025,78.0,310,263.0,32.0,176.0,779.0,64.0,102.0,309.0,72.0,6.99999999999298
789,2024,1,MSPsychology,MA,2025,3.0,3,263.0,32.0,176.0,779.0,64.0,102.0,,,32.51153641401631
790,2024,1,Math,SED,2025,3.0,10,263.0,32.0,176.0,779.0,64.0,102.0,8.0,1.0,38.18813079129744
791,2024,1,Science-BSED,SED,2025,6.0,8,263.0,32.0,176.0,779.0,64.0,102.0,11.0,2.0,43.30127018922081
792,2024,1,SocialStud-BSED,SED,2025,5.0,5,263.0,32.0,176.0,779.0,64.0,102.0,6.0,5.0,1.732050807537632
